objectPath,objectName,objectType,id
  /Explore,Default,Project,92TQndHw9hvjJrQafpLX2R
  /Explore/Default,Echo_Employee_Snapshot_Oracle_R12_1_3,TASKFLOW,fb2b1613f4724b88869146c234c7ae52
